title,label
Brückenbauarbeiten an der A 6 erfolgreich begonnen,0
Bundesverfassungsgericht genehmigt ESM-Vertrag unter Auflagen,0
"Die verrücktesten Autofahrer, die je fotografiert wurden",1
Angriff auf FDP-Website – Partei will Strafanzeige stellen,0
"8,5 Millionen Exemplare wurden vom Spiel GTA 4 verkauft",0
"8 Standardrezepte, die jeder können sollte",1
40. Jahrestag des Atomwaffensperrvertrags: „Ziel ist und bleibt die Schaffung einer atomwaffenfreien Welt“,0
Atomstreit: Steinmeier warnt den Iran,0
"15 Situationen, in denen es zwei Arten von Menschen gibt",1
40 Jahre Terre des Hommes,0
Süße Milchbrötchen mit Marmelade und Nussfüllung,1
Albanien: Parlament ermöglicht internationale Untersuchung in Sachen Organhandel,0
Anwalt zu Guttenbergs kritisiert die Universität Bayreuth scharf,0
Apple auf dem Vormarsch: Hoher Marktanteil bei Computern im Premiumsegment,0
"16 Katzentweets, die sich niemand entgehen lassen sollte",1
Al-Qaida entführt ägyptischen Botschafter,0
Auch Chrysler setzt in Zukunft auf Elektroautos,0
"18 Dinge, die Kinder von heute nicht mehr kennen",1
Barbara Ludwig gewann die Oberbürgermeisterwahlen in Chemnitz,0
Apcoa errichtet 20 Elektroauto-Tankstellen in Berliner Parkhäusern,0
93-jährige Indianerin berührt Autofahrer mit ihrer Geschichte.,1
Al-Kaida Chef ruft zur Einheit in Syrien auf,0
Aktionen gegen Verzögerung der Veröffentlichungspflicht von Abgeordnetengehältern,0
Abrechnungsbetrug bei Krankenkassen in Hessen und Niedersachsen aufgedeckt,0
"Nashorn-Baby Lottie versucht, tote Mutter aufzuwecken",1
Alleskönner Kastanie: 10 Anwendungs-Tricks für Rosskastanien,1
20 geniale Skulpturen und Kunstwerke in freier Natur,1
Das sind die 16 genialsten Eis-am-Stiel-Ideen des Jahrhunderts.,1
Lustige Schuhe: 16 Bilder von unheimlich bis hässlich,1
"Diese Bilder zeigen eindrucksvoll, wie unterschiedlich 200 Kalorien aussehen können.",1
Athen: Explosion im Zentrum,0
2018 soll Schicht im Schacht sein – Bundesrat beschließt das voraussichtliche Ende des deutschen Steinkohlenbergbaus,0
Al-Qaida bestreitet Verantwortung für Bhutto-Attentat,0
ASEAN-Gipfel in Singapur lädt Gambari aus,0
Axel Springer zieht Verkaufsangebot von ProSieben zurück,0
AKP gewinnt Parlamentswahlen in der Türkei,0
Annan kritisiert UNO-Gipfel: Keine Einigung auf Abrüstung,0
Alan García gewinnt die Präsidentenwahl in Peru,0
CDU/CSU und FDP im Prinzip einig über Laufzeitverlängerung für Atomkraftwerke,0
20 Deko- und Rezeptideen für deine Halloween-Party,1
Baden-Württemberg: Grüne und SPD beschließen den Koalitionsvertrag einstimmig,0
Absturz der Su-27: Russland erwartet von Litauen Einhaltung des Völkerrechts,0
"Lehrer zeigt an einer Schweinelunge, wie gefährlich Zigarettenrauch ist.",1
Lustige Comics zeigen alltägliche Frauenprobleme,1
Fatal! Klippenspringer verschätzt sich bei 20-Meter-Sprung.,1
Busse und Bahnen in Deutschland immer beliebter,0
"Gute Gründe, ausgiebig zu Lachen. Es ist so gesund!",1
"Ex-Häftlinge erzählen, was sie in Freiheit schockiert hat",1
"Vater hat großartige Idee, weggeworfene Stifte sinnvoll zu nutzen.",1
Asylbewerber protestieren gegen Residenzpflicht,0
Bremer Klüngel – die Nähe von Amt und Mandat im kleinsten Bundesland,0
Autohersteller Saab in Finanznöten,0
